条码,商品全名,规格,型号,商品陈列,装箱数量,总仓补货,和谐补货
6.90315E+12,帮宝适超薄干爽系列大彩箱装L112★,112片/箱,,5,10,10,38
6.90315E+12,帮宝适超薄干爽系列大彩箱装XL88,88片/箱,,5,19,19,36
6.90315E+12,帮宝适特级棉柔系列超大包装S102,102片/包,,5,10,10,13
4.9013E+12,花王纸尿裤/日本/M64,64片/包,,30,251,251,142
4.9013E+12,花王纸尿裤/日本/S82★,82片/包,,30,219,219,219
4.9013E+12,花王纸尿裤/日本/L54,54片/包,,30,281,281,591
4.9013E+12,花王拉拉裤/日本/L44,44片/包,,18,33,33,44
4.9013E+12,花王拉拉裤/日本/XL38★,38片/包,,18,27,27,77
6.94133E+12,雀氏超薄透气婴儿纸尿片XL24,24片/包,,6,1,1,5
3.76018E+12,葆艾金装婴幼儿纸尿裤S42,42片/包,,6,4,4,0
6.93846E+12,爹地宝贝双柔BB裤中包XL22,22片/包,,,8,8,0
6.9496E+12,贝舒乐柔韧抗拉系列L44,44片/包,,9,9,9,2
6.93949E+12,吉氏超级薄干爽婴儿纸尿片L50,50片/包,B223,6,13,13,0
6.92637E+12,茵茵超柔干爽系列纸尿裤XL,28片/包,2816,10,5,5,4
6.92637E+12,茵茵丝薄呵护尿片L32,32片/包,y38332,6,40,40,0
6.94155E+12,阳春纯羊奶利乐枕,12袋/提,,3,6,6,9
6.90459E+12,贝因美铁锌钙营养米粉6-18月,225g/盒,A01-01-02,10,8,8,5
6.90459E+12,贝因美乳清蛋白营养米粉6-18个月,225g/盒,爱+,10,4,4,1
6.90459E+12,贝因美什锦水果营养米粉6-18月,225g/盒,爱+,10,2,2,2
6.90459E+12,贝因美宝宝原味营养肉酥,115g/桶,,10,3,3,8
4.89703E+12,优臣婴幼儿牛肉番茄营养米粉,300g/桶,,6,9,9,1
4.0063E+12,特福芬有机牛奶苹果香草燕麦粉/6月以上,200g/盒,62905,10,9,9,5
4.0063E+12,特福芬有机牛奶香草米粉/4月以上,200g/盒,62903,10,14,14,19
4.0063E+12,特福芬有机纯糙米粉/4月以上,175g/盒,62900,8,14,14,11
4.0063E+12,特福芬粗麦粉/牛奶/香蕉/苹果/橙子/6月以上,200g/盒,62904,8,4,4,1
6.91788E+12,雀巢蔬菜米粉/6月以上,225g/盒,A01-02-02,10,17,17,0
6.91788E+12,雀巢鱼肉蔬菜米粉/6月以上,225g/盒,A01-02-02,10,15,15,7
6.91788E+12,雀巢蜂蜜麦粉/8月以上,225g/盒,A01-02-02,10,12,12,6
6.90421E+12,雀巢营养米粉/4月以上★,200g/袋,A01-02-02,10,0,0,23
6.91788E+12,雀巢钙铁锌营养米粉,225g/盒,,,13,13,1
6.91788E+12,嘉宝菠菜营养米粉2阶段,225g/桶,,6,1,1,18
6.91788E+12,嘉宝胡萝卜营养米粉1阶段,225g/桶,,6,2,2,14
6.91788E+12,嘉宝纯营养米粉1阶段★,225g/桶,,6,14,14,10
6.91788E+12,嘉宝缤纷水果营养米粉2阶段,225g/桶,,6,15,15,29
5.90045E+12,嘉宝西梅泥1段,80g/瓶,,12,19,19,6
5.90045E+12,嘉宝苹果泥1段,80g/瓶,,12,18,18,2
5.90045E+12,嘉宝苹果西梅泥2段,130g/瓶,,12,16,16,1
5.90045E+12,嘉宝三文鱼蔬菜泥2段,130g/瓶,,12,13,13,8
5.90045E+12,嘉宝纯梨汁,175ml/瓶,,12,11,11,7
6.90164E+12,亨氏婴儿营养米粉超值装★,400g/盒,,10,22,22,120
6.92196E+12,亨氏金装粒粒面-猪肝枸杞,320g/盒,,10,22,22,11
6.92196E+12,亨氏金装粒粒面-鳕鱼胡萝卜,320g/盒,,10,7,7,32
6.92196E+12,亨氏金装粒粒面-黑米紫薯,320g/盒,,10,6,6,15
6.92196E+12,亨氏金装智多多肉泥套餐8-24月以上,113g/套,,8,0,0,1
6.9E+12,亨氏强化维C果泥套餐A4-24月以上,113g/套,,8,2,2,3
6.92196E+12,亨氏乐维滋果汁泥苹果蓝莓,120g/袋,,12,34,34,29
6.92196E+12,亨氏乐维滋果汁泥苹果草莓,120g/袋,,12,27,27,19
6.92196E+12,亨氏乐维兹果汁泥苹果蓝莓紫胡萝卜紫薯,120g/袋,,12,12,12,15
6.93181E+12,味奇营养配方奶米粉/益生元4-36月,240g/盒,,6,0,0,0
6.92255E+12,每伴1段营养米粉,225g/盒,,10,15,15,2
6.92255E+12,每伴3段鱼肉DHA营养米粉,225g/盒,,10,12,12,3
6.92255E+12,每伴DHA核桃仁,325g/桶,,6,5,5,7
6.92255E+12,每伴膳食纤维金银花3段,325g/桶,,6,7,7,3
6.94571E+12,英氏护肠营养营养米粉1段/黑米红枣,225g/盒,,10,1,1,3
6.94571E+12,英氏有机玉米粗粮米粉1段/大米+小米,225g/盒,,10,4,4,1
6.94571E+12,英氏钙铁锌幼儿营养动物磨牙饼,75g/盒,,10,11,11,4
6.94571E+12,英氏胡萝卜幼儿营养磨牙棒,80g/盒,,10,16,16,1
6.94571E+12,英氏香菇鸡肉营养面,200g/盒,,6,2,2,0
6.94571E+12,英氏全机能营养饼干/草莓饼干,120g/盒,,8,15,15,4
6.94571E+12,英氏南瓜蔬菜小馒头,72g/盒,,8,21,21,1
6.94571E+12,英氏婴幼儿营养配方鸡肉酥,100g/桶,,8,4,4,2
6.92038E+12,伊威全机能肝粉,52.5g/盒,,10,8,8,1
6.92038E+12,伊威猪肝红枣营养米粉1阶段/初期-24个月,250g/盒,,10,11,11,2
6.92038E+12,伊威水果营养米粉1阶段/初期-24个月,250g/盒,,10,11,11,1
6.92038E+12,伊威鱼骨营养米粉2阶段/6-24个月,250g/盒,,10,11,11,3
6.92038E+12,伊威绿豆百合营养米粉1阶段/初期-24个月,250g/盒,,10,10,10,1
6.92038E+12,伊威纯营养米粉1阶段/初期-24个月,250g/盒,,10,44,44,3
6.92038E+12,伊威全机能营养杏仁饼干,150g/桶,,6,13,13,4
6.92038E+12,伊威全机能营养饼,50g/盒,,10,12,12,4
6.92038E+12,伊威高钙草莓磨牙棒,72g/盒,,10,30,30,3
6.92038E+12,伊威高钙荞麦磨牙棒,72g/盒,,10,0,0,3
6.92038E+12,伊威全机能动物饼干,100g/桶,,6,3,3,4
6.95046E+12,伊威无蔗糖全机能蔬菜饼干,100g/桶,,6,21,21,3
6.92038E+12,伊威多维全机能珍珠面,200g/盒,,10,24,24,4
6.92038E+12,伊威原味珍珠面,250g/盒,,10,16,16,5
6.92038E+12,伊威猪肝蔬菜蝴蝶面,200g/盒,,10,9,9,3
6.92038E+12,伊威牛肉番茄蝴蝶面,200g/盒,,10,15,15,2
6.92038E+12,伊威绿豆营养面,250g/盒,,10,0,0,2
6.92038E+12,伊威紫菜鸡蛋面,250g/盒,,10,15,15,1
6.92038E+12,伊威高钙营养蝴蝶面/6个月以上,200g/盒,,10,15,15,3
6.92038E+12,伊威DHA营养面/6个月以上,250g/盒,,10,33,33,5
6.92038E+12,伊威螺旋藻营养面/6个月以上,250g/盒,,10,7,7,1
6.92038E+12,伊威三文鱼营养面/6个月以上,250g/盒,,10,12,12,1
6.92038E+12,伊威纯肉松/5个月以上,100g/盒,,10,13,13,5
6.92038E+12,伊威果蔬肉松/5个月以上,100g/盒,,10,18,18,3
6.92038E+12,伊威海苔肉松/5个月以上,100g/盒,,10,13,13,4
6.92038E+12,伊威胡萝卜肉松/5个月以上,100g/盒,,10,2,2,2
6.92038E+12,伊威高钙肉松/5个月以上,100g/盒,,10,14,14,4
6.9384E+12,威尔顿初乳钙锌铁机能饼干6月上,100g/盒,,10,7,7,3
6.92079E+12,方广宝宝原味机能饼干6月以上,90g/盒,,10,2,2,2
6.92079E+12,方广AD钙高蛋白营养面6-24月,300g/盒,600103,10,9,9,4
6.92079E+12,方广牛肉蕃茄营养面6-36月,300g/盒,800103,10,8,8,4
6.92079E+12,方广猪肝蔬菜营养面6-36月,300g/盒,800104,10,11,11,6
6.92079E+12,方广金装鱼肉蔬菜蝴蝶面6-36月★,225g/盒,800107,10,10,10,3
6.92079E+12,方广鱼肉蔬菜营养面6月以上,300g/盒,900103,10,10,10,3
6.92079E+12,方广鸡肉蔬菜营养面9-48月,300g/盒,900104,10,8,8,12
6.92079E+12,方广宝宝营养核桃黑芝麻面6月以上★,280g/盒,,10,0,0,8
6.9423E+12,方广宝宝营养配方原味猪肉松/6月以上,100g/盒,700101,10,10,10,0
6.9423E+12,方广宝宝营养配方淡水桂鱼酥6月以上,100g/盒,700113,10,11,11,1
6.9423E+12,方广鸡肉营养肉酥6月以上,100g/盒,,10,12,12,3
6.92079E+12,方广开胃营养牛肉酥6月以上,100g/盒,,10,7,7,4
4.03124E+12,瑚玛娜香草/麦糁米粉,250g/盒,,,1,1,0
4.03124E+12,瑚玛娜香蕉米粉,250g/盒,,,1,1,1
6.92584E+12,怡氏禾然有机调味型酱油,160ml/瓶,,6,17,17,15
6.92584E+12,怡氏禾然有机原味型酱油,160ml/瓶,,6,4,4,4
6.90185E+12,格力高粒粒百奇牛奶蓝莓味饼干,45G/盒,,,0,0,4
6.95384E+12,爱利满多宝宝营养米饼/蔬菜,24片/盒,,,6,6,2
4.71116E+12,品味本铺特浓牛奶骨头饼,180g/桶,,,3,3,1
6.90459E+12,贝因美初生婴儿配方奶粉0-6个月★,405g/盒,,12,7,7,17
6.90459E+12,贝因美健儿成长奶粉12-36个月,405g/盒,,12,11,11,17
6.90459E+12,贝因美冠军宝贝宝宝成长配方奶粉2段,1kg/桶,,6,2,2,3
6.90459E+12,贝因美冠军宝贝健儿成长配方奶粉3段,1kg/桶,,6,1,1,0
6.91788E+12,雀巢能恩金盾较大婴儿奶粉2阶段,900g/桶,,6,16,16,11
6.91788E+12,雀巢能恩金盾婴儿奶粉1阶段,900g/桶,,6,9,9,16
7.61303E+12,雀巢AL110腹泻婴幼儿无乳糖营养配方粉,400g/桶,,6,2,2,7
7.61303E+12,雀巢能恩超级金盾奶粉2段6-18,800g/桶,,6,31,31,13
3.00087E+11,惠氏爱儿素婴儿配方豆粉1段,400g/桶,,12,9,9,14
6.94976E+12,惠氏金装健儿乐奶粉2段/3连进口奶源★,1.2kg/盒,,12,16,16,58
3.00089E+11,惠氏金装爱儿乐婴儿配方奶粉1段,400g/桶,,6,6,6,3
3.00089E+11,惠氏金装爱儿乐奶粉1段三联装★,1.2kg/盒,,8,20,20,80
6.94976E+12,惠氏金装幼儿乐3段奶粉,1.6kg/桶,,6,5,5,15
3.00087E+11,惠氏启赋婴儿配方奶粉1段0-12月★,900g/桶,,12,73,73,62
8.7162E+12,美素佳儿美素乐金装较大婴儿奶粉2阶段★,900g/桶,,24,73,73,12
8.71812E+12,多美滋金装金盾贝护无乳糖配方粉1段/0-12月,400g/桶,A01-01-04,6,4,4,4
6.90859E+12,多美滋金装优阶幼儿配方奶粉1-3岁★,400g/盒,,15,33,33,114
6.90859E+12,多美滋金装优阶儿童配方奶粉3岁以上,400g/盒,,15,12,12,11
6.90859E+12,多美滋金装优阶幼儿配方奶粉1-3岁★,1000g/桶,,18,10,10,27
6.91646E+12,美赞臣新品安婴儿A+无乳糖奶粉,400g/桶,A01-02-01,6,11,11,7
6.91646E+12,美赞臣安婴儿A+婴儿奶粉/0-12月★,900g/桶,,24,31,31,58
6.91646E+12,美赞臣安婴儿A+婴儿奶粉/0-12月★,400g/盒,,30,45,45,26
6.91646E+12,美赞臣安婴儿A+奶粉/0-12月/三联装★,1200g/盒,,24,117,117,264
9.33374E+12,澳优能力多有机较大婴儿奶粉6-12月,800g/桶,A01-03-03,12,7,7,0
3.76017E+12,合生元超级金装婴儿奶粉1段/0-12个月,900g/桶,N01-01-02,12,27,27,27
3.76017E+12,合生元超级金装较大婴儿奶粉2段★,900g/桶,N01-01-03,12,13,13,72
3.76018E+12,合生元超级金装幼儿配方奶粉3段★,900g/桶,N01-01-04,12,44,44,30
3.76018E+12,合生元呵护幼儿奶粉3段★,900g/桶,N01-01-09,12,15,15,30
8.80112E+12,金典名作4段12个月以上,800g/桶,N01-01-11,6,9,9,1
6.9223E+12,圣元优博1段初生婴儿奶粉★,900g/桶,N01-01-12,6,8,8,3
5.00022E+12,亨氏超金学儿高幼儿奶粉12-36月,400g/盒,N01-01-15,12,8,8,12
9.30064E+12,迈高能速达金装婴儿配方奶粉1阶段,800g/桶,N01-01-16,6,1,1,2
4.0063E+12,特福芬有机婴儿奶粉/1段★,600g/盒,N01-01-17,12,55,55,43
4.0063E+12,特福芬有机较大婴儿奶粉/2段★,600g/盒,N01-01-17,12,6,6,61
4.89703E+12,IEQ超金装较大婴儿配方羊奶粉2段,400g/桶,,6,9,9,3
9.4219E+12,新怡金装婴儿配方奶粉0-6月,400g/桶,,6,2,2,1
5.00038E+12,英国原装进口牛栏奶粉1段/0-12月,900g/桶,,,2,2,11
5.00038E+12,英国原装进口牛栏奶粉1+段/1-2岁,900g/桶,,,9,9,1
6.92795E+12,智灵通乳酸钙冲剂,1/盒,,10,12,12,5
6.92795E+12,智灵通乳酸钙冲剂,1/桶,,8,3,3,20
4.89702E+12,金奇仕婴幼儿鳕鱼肝油6-12月,60粒/盒,,10,2,2,10
4.89702E+12,金奇仕DHA藻油软胶囊/婴幼儿适用,60粒/盒,,5,10,10,3
6.94671E+12,合生元儿童益生菌咀嚼片3岁以上/奶味,30片/盒,,10,12,12,4
6.92804E+12,福禄纳冷榨核桃油婴幼儿装,250ml/瓶,,10,1,1,2
6.92804E+12,福禄纳婴儿核桃油,80ml/瓶,,10,11,11,2
6.95014E+12,多补达纤维0-3岁婴幼儿十条装,25g/盒,D003,6,5,5,7
4.89703E+12,优臣螯合铁复合营养素,30袋/桶,,6,0,0,1
6.95046E+12,伊威高铁无水葡萄糖,400g/桶,,6,12,12,0
5.69055E+12,丽喜金枪鱼鳕鱼肝油胶囊,60粒/盒,,8,8,8,11
5.69055E+12,丽喜鲨鱼肝油胶囊型,30粒/盒,,8,2,2,1
6.94666E+12,雷氏催乳汤,130g/盒,,6,6,6,4
6.94666E+12,雷氏月子调理汤,190g/盒,,6,2,2,5
6.9427E+12,古之极野生有机核桃油婴幼儿专用,250ml/瓶,,6,6,6,1
9.4219E+12,爱必达金装鳕鱼肝油软胶囊,60粒/桶,,,6,6,1
6.91031E+12,成长快乐牌乳钙Q片,50粒/盒,,6,2,2,1
6.92496E+12,养生堂天然维生素E.C祛斑焕白套装,1/套,,6,4,4,1
7.5688E+11,爱维滴维生素D3滴剂,22.5ml/瓶,,6,1,1,0
6.94571E+12,英氏盒装山楂配方3维清火宝√,168g/盒,,6,5,5,1
6.94571E+12,英氏畅清宁金银花清火宝,168g/盒,,6,3,3,4
8.54559E+11,拉菲琦DHA乳钙软胶囊0-12个月,30粒/盒,,6,9,9,15
8.54559E+11,拉菲琦乳钙软胶囊0-12个月,30粒/盒,,6,21,21,5
6.93181E+12,味奇幼儿清伙灵1-3岁,280g/盒,,10,8,8,4
6.90459E+12,贝因美奶伴葡萄糖6-36个月,500G/桶,,6,5,5,1
6.92255E+12,每伴经典婴儿清清宝1-12月,150g/盒,,10,11,11,14
6.92255E+12,每伴优+幼儿好喂宝1-6岁,160g/盒,,10,13,13,1
6.92255E+12,每伴优+婴儿清清宝1-12月,150g/盒,,10,18,18,18
6.92255E+12,每伴优+幼儿清清宝12-36月,160g/盒,,10,15,15,21
6.92255E+12,每伴金品婴儿清清宝1-12月,150g/盒,,10,10,10,11
6.92255E+12,每伴金品幼儿清清宝12-36月,160g/盒,,10,7,7,5
6.92255E+12,每伴优+婴儿清清宝1-12月/香橙味,150g/盒,,10,13,13,17
6.92255E+12,每伴优+幼儿清清宝12-36月/香橙味,160g/盒,,10,10,10,16
6.92255E+12,每伴优+婴儿清清宝1-12月/西柚味,150g/盒,,10,16,16,5
6.92255E+12,每伴优+幼儿清清宝12-36月/西柚味,160g/盒,,10,12,12,4
6.92255E+12,每伴优+清清宝1-12月/草莓味,150g/盒,,10,15,15,1
6.92255E+12,每伴优+清清宝12-36月/草莓味,150g/盒,,10,7,7,12
9.4219E+12,纽瑞滋乳钙+亚麻油软胶囊/30粒,30粒/盒,,6,1,1,3
6.90171E+12,三精牌葡萄糖酸锌/小盒,120ml/盒,,6,8,8,1
6.9381E+12,三精盖宜生牌葡萄糖酸钙/小盒,120ml/盒,,6,8,8,2
2.90008E+12,帮宝适12片装湿巾,12片/包,,10,63,63,77
2.90008E+12,尼多熊宝宝袜6-12个月★,1/双,A8004-1,10,69,69,28
2.90008E+12,亲亲我360°奶瓶刷,1/个,909003,10,0,0,9
2.90008E+12,澳贝美味蛋糕店,1/个,463434,10,0,0,10
2.90008E+12,澳贝新鲜水果店,1/个,463435,5,11,11,12
2.90008E+12,贝亲食物研磨器,1/个,DA07,2,6,6,10
2.90008E+12,力米特点读板,1/个,,2,14,14,0
2.90008E+12,爱丽儿舒适型铝合金伞车,1/张,,,7,7,11
2.90008E+12,小熊电炖盅,1/台,DDZ-104,,0,0,3
3.90002E+12,丹妮奇特精品荷木70PCS桶装积木,1/桶,CDN-1158,10,25,25,24
3.90002E+12,亨艺开阳超薄防水尿垫 70X100CM,1/个,KY-28,5,3,3,6
3.90002E+12,亨艺开阳保暖四季被100*100cm,1/个,KY-136,4,6,6,11
3.90002E+12,皇子滑行车/笑脸,1/个,538,5,12,12,16
3.90002E+12,丹妮奇特“金钥匙”九功能智慧大组合,1/个,CND-8678,5,10,10,6
3.90002E+12,bobo卡通保温水壶/橙色,360ml/个,BBL313-0,5,2,2,1
3.90002E+12,bobo卡通保温水壶/粉色,360ml/个,BBL313-P,5,1,1,1
3.90002E+12,丹妮奇特卡通小绕珠/小人,1/个,CDN-368,5,5,5,6
6.93099E+12,好娃娃婴儿脸盆,1/个,105-1-1,5,40,40,8
3.90002E+12,丹妮奇特卡通小绕珠/长颈鹿,1/个,CDN-368,5,5,5,11
3.90002E+12,琪贝斯免刷洗奶瓶清洁液,250ml/瓶,KB-48120,10,11,11,6
4.90003E+12,新安怡PP奶瓶,260ml/个,SCF68317,,2,2,5
4.90003E+12,小龙哈彼自行车/红色,1/张,LB1230QXJ202,4,8,8,0
4.90003E+12,舒香棉床上四件套,1/套,YYM-012,2,1,1,1
4.90003E+12,碧宝1岁蹒跚宝宝专用三轮车,1/张,476405,,0,0,9
1.90008E+12,碧宝附带收藏室的两层宝宝游乐小屋,1/个,,,1,1,1
6.9E+12,澳贝太阳牙胶3月以上,1/个,463153,4,0,0,3
6.9426E+12,谷雨旋旋乐健身架3-12月以上,1/个,gy6920,3,6,6,1
6.94773E+12,费雪可爱动物便携迷你床铃,1/套,R9681,3,5,5,1
6.94773E+12,费雪奇趣动物摇铃,1/个,P7867,,0,0,0
4.90345E+12,皇室轨道滚球积木/小,1/个,TR3485,4,3,3,0
4.90345E+12,皇室小厨师系列爱心便当/3岁以上,1/套,TR754,5,5,5,2
4.90345E+12,皇室小厨师系列意大利套餐组/3岁以上,1/套,TR751,5,3,3,1
4.90345E+12,皇室小厨师系列甜点组/3岁以上,1/套,TR752,5,4,4,3
4.90345E+12,皇室欢乐洗澡组/蓝,1/个,TR7213,5,5,5,0
4.90345E+12,皇室小猫转轮摇铃/6月以上,1/个,TR3331,4,5,5,1
4.90345E+12,kids royal小鸭沐浴球,1/个,TR7176-s,6,5,5,1
4.90345E+12,kids royal鲸鱼沐浴球▲,1/个,TR7178-s,6,7,7,1
6.93382E+12,乐婴小宝贝音乐健身架,1/个,838-7,2,3,3,2
6.93382E+12,乐婴小宝贝彩色学习板★,1/个,838aa-3,10,7,7,2
6.94009E+12,中山壹百分米奇造型缤纷桶装彩泥,18条/桶,DS-1655,6,7,7,2
6.9E+12,伊诗比蒂新款BIBI棒/小牛★,1/个,BT-2047,6,11,11,3
6.9E+12,伊诗比蒂新款BIBI棒/狮子,1/个,BT-2048,6,2,2,0
6.93135E+12,伊诗比蒂海绵积木/九厘米6件装6月以上★,1/套,BT-3005,4,4,4,4
6.93135E+12,伊诗比蒂海绵积木/七厘米6件装6月以上★,1/套,BT-3006,4,2,2,1
6.93643E+12,LALA彩虹鱼牙胶,1/个,2009-D0002,6,2,2,3
6.93643E+12,LALA蜗牛拉震,1/个,2009-D0003,6,1,1,2
6.93643E+12,LALA小兔摇棒,1/个,2009-D0004,6,4,4,1
6.93643E+12,LALA咯咯鸡手摇,1/个,2009-D0010,6,4,4,1
6.93643E+12,LALA蜜蜂花拉震,1/个,2009-D0023,6,0,0,1
6.93643E+12,LALA老虎不倒翁,1/个,2009-D0035,6,4,4,2
6.95487E+12,英纷小乌龟摇铃,1/个,0606-NL,5,4,4,1
6.94345E+12,蔓葆乐扣垫/开心农场,6片/包,713185,,1,1,2
6.94345E+12,蔓葆乐扣垫/海底世界,6片/包,101951,,1,1,1
6.93643E+12,LALA布书认识数字/0-36月,1/本,2008-B0014,7,3,3,4
6.93643E+12,LALA布书常见食物/0-36月,1/本,2008-B0011,7,3,3,1
6.93643E+12,LALA布书认识形状/0-36月,1/本,2008-B0015,7,2,2,2
9.78751E+12,全世界孩子都爱玩的700个益智游戏,1/本,,8,4,4,2
6.9E+12,伊诗比蒂形状小布书,1/本,BT-3107,8,7,7,2
6.9E+12,伊诗比蒂动物小布书,1/本,BT-3112,8,9,9,1
9.78781E+12,学做宝宝辅食√,1/本,,6,9,9,5
9.78755E+12,孩子不睡不睡就不睡！妈妈怎么办,1/本,,8,2,2,1
9.78755E+12,这样表扬，孩子进步快,1/本,,8,6,6,3
9.78755E+12,孩子动不动就哭闹妈妈怎么办,1/本,,8,6,6,3
9.78712E+12,宝宝饮食百科√,1/本,,8,4,4,5
9.78781E+12,小海豚早教圈圈书/童谣√,1/本,,8,10,10,5
9.78751E+12,好妈妈胜过好老师,1/本,,12,13,13,1
9.78781E+12,小海豚早教圈圈书/唐诗√,1/本,,8,10,10,3
6.9E+12,小海豚早教圈圈书/寓言故事√,1/本,,10,10,10,3
9.78754E+12,学会爱自己√,3册/套,,8,8,8,1
9.7878E+12,宝宝辅食添加与营养配餐√,1/本,,6,3,3,19
9.78754E+12,顽皮龙启蒙洗澡书/花卉树木,1/本,,4,4,4,0
9.78754E+12,顽皮龙启蒙洗澡书/交通工具,1/本,,4,1,1,2
9.78754E+12,小巫教你讲故事,1/本,,,1,1,1
9.78754E+12,郑玉巧育儿经/幼儿卷,1/本,,10,12,12,3
9.78754E+12,父母是孩子最好的医生,1/本,,10,9,9,2
9.78754E+12,宝宝视觉激发黑白卡2/0-12月√,1/本,,15,19,19,3
9.78754E+12,小小孩认物1√,1/本,,15,6,6,3
9.78754E+12,早教卡0岁√,40页/盒,,5,7,7,8
9.78754E+12,早教卡1岁√,40页/盒,,5,5,5,5
9.78754E+12,小小孩婴儿卡√,1/本,,5,4,4,6
